Date,Fob,Fob.ln,Fob.ma9,Fob.ma9.res,Fob.ma9.res.lag1,Fob.ln.ma9,Fob.ln.ma9.res,Fob.ln.ma9.res.lag1,Fob.dif7,Fob.dif7.lag1,Fob.ln.dif7,Fob.ln.dif7.lag1,Card,Card.ln,Card.ma9,Card.ma9.res,Card.ma9.res.lag1,Card.ln.ma9,Card.ln.ma9.res,Card.ln.ma9.res.lag1,Card.dif7,Card.dif7.lag1,Card.ln.dif7,Card.ln.dif7.lag1,Max.air.temp,Max.air.temp.ln,Max.air.temp.ma9,Max.air.temp.ma9.res,Max.air.temp.ma9.res.lag1,Max.air.temp.ma9.res.lead1,Max.air.temp.ln.ma9,Max.air.temp.ln.ma9.res,Max.air.temp.ln.ma9.res.lag1,Max.air.temp.ln.ma9.res.lead1,Max.air.temp.dif7,Max.air.temp.dif7.lag1,Max.air.temp.dif7.lead1,Max.air.temp.ln.dif7,Max.air.temp.ln.dif7.lag1,Max.air.temp.ln.dif7.lead1,Percip,Percip.light,Percip.light.lag1,Percip.light.lead1,Percip.heavy,Percip.heavy.lag1,Percip.heavy.lead1,Percip.dif7,Percip.dif7.lag1,Percip.dif7.lead1,Rel.humid,Rel.humid.ln,Rel.humid.ma9,Rel.humid.ma9.res,Rel.humid.ma9.res.lag1,Rel.humid.ma9.res.lead1,Rel.humid.ln.ma9,Rel.humid.ln.ma9.res,Rel.humid.ln.ma9.res.lag1,Rel.humid.ln.ma9.res.lead1,Rel.humid.dif7,Rel.humid.dif7.lag1,Rel.humid.dif7.lead1,Rel.humid.ln.dif7,Rel.humid.ln.dif7.lag1,Rel.humid.ln.dif7.lead1,Avg.wind,Avg.wind.ln,Avg.wind.ma9,Avg.wind.ma9.res,Avg.wind.ma9.res.lag1,Avg.wind.ma9.res.lead1,Avg.wind.ln.ma9,Avg.wind.ln.ma9.res,Avg.wind.ln.ma9.res.lag1,Avg.wind.ln.ma9.res.lead1,Avg.wind.dif7,Avg.wind.dif7.lag1,Avg.wind.dif7.lead1,Avg.wind.ln.dif7,Avg.wind.ln.dif7.lag1,Avg.wind.ln.dif7.lead1,Daylight,Daylight.ln,Daylight.ma9,Daylight.ma9.res,Daylight.ma9.res.lag1,Daylight.ma9.res.lead1,Daylight.ln.ma9,Daylight.ln.ma9.res,Daylight.ln.ma9.res.lag1,Daylight.ln.ma9.res.lead1,Daylight.dif7,Daylight.dif7.lag1,Daylight.dif7.lead1,Daylight.ln.dif7,Daylight.ln.dif7.lag1,Daylight.ln.dif7.lead1,Ozone.mean,Ozone.mean.ln,Ozone.mean.ma9,Ozone.mean.ma9.res,Ozone.mean.ma9.res.lag1,Ozone.mean.ma9.res.lead1,Ozone.mean.ln.ma9,Ozone.mean.ln.ma9.res,Ozone.mean.ln.ma9.res.lag1,Ozone.mean.ln.ma9.res.lead1,Ozone.mean.dif7,Ozone.mean.dif7.lag1,Ozone.mean.dif7.lead1,Ozone.mean.ln.dif7,Ozone.mean.ln.dif7.lag1,Ozone.mean.ln.dif7.lead1,NOX.mean,NOX.mean.ln,NOX.mean.ma9,NOX.mean.ma9.res,NOX.mean.ma9.res.lag1,NOX.mean.ma9.res.lead1,NOX.mean.ln.ma9,NOX.mean.ln.ma9.res,NOX.mean.ln.ma9.res.lag1,NOX.mean.ln.ma9.res.lead1,NOX.mean.dif7,NOX.mean.dif7.lag1,NOX.mean.dif7.lead1,NOX.mean.ln.dif7,NOX.mean.ln.dif7.lag1,NOX.mean.ln.dif7.lead1,PM10.mean,PM10.mean.ln,PM10.mean.ma9,PM10.mean.ma9.res,PM10.mean.ma9.res.lag1,PM10.mean.ma9.res.lead1,PM10.mean.ln.ma9,PM10.mean.ln.ma9.res,PM10.mean.ln.ma9.res.lag1,PM10.mean.ln.ma9.res.lead1,PM10.mean.dif7,PM10.mean.dif7.lag1,PM10.mean.dif7.lead1,PM10.mean.ln.dif7,PM10.mean.ln.dif7.lag1,PM10.mean.ln.dif7.lead1,Bank.hol,Red.Alert,Purple.Alert
30/07/2015,16207,9.693198527,16224.55556,-0.001082036,0.050150285,9.68865673,0.000468775,0.005664379,-935,-161,-0.056088345,-0.0094888,15313,9.63645742,20419.22222,-0.250069379,-0.010118498,9.789184463,-0.01560161,0.001888635,-1742,-789,-0.107741275,-0.050866616,18.15,2.898670561,20.87407407,-0.130500355,-0.159876225,-0.068806162,3.031108512,-0.04369291,-0.052593851,-0.021578828,-1.95,-3.85,2.4,-0.102049254,-0.192855201,0.126818772,0,0,0,0,0,0,0,0,0,-30.6,59.70833333,4.089471597,67.82516286,-0.119672835,-0.040991236,-0.081564876,4.204134137,-0.027273759,-0.007614414,-0.017528846,0.05,0.91666667,-16.14583334,0.000837755,0.014338098,-0.234580931,7.954545455,2.073743521,8.420234958,-0.055305999,0.147360672,-0.423683125,2.118804876,-0.021267346,0.074634062,-0.262096029,0.537878788,0.91666667,-2.217391305,0.070013801,0.089856329,-0.422501295,55896,10.9312481,55443.66667,0.008158431,0.008423964,0.007895795,10.92148286,0.000894132,0.000912439,0.000876063,-1205,-1183,-1226,-0.021328808,-0.020876553,-0.021767393,29,3.36729583,,,,0.211009174,,,,0.069626214,-11,-2,22,-0.321583624,-0.052643733,0.693147181,61,4.110873864,,,,0.179190751,,,,0.051513293,11,9,-19,0.198850859,0.198450939,-0.246400413,,,,,,,,,,,,,,,,,0,0,0
31/07/2015,14849,9.605687802,13877.77778,0.069983987,-0.001082036,9.522484378,0.008737575,0.000468775,6037,-935,0.521818094,-0.056088345,17104,9.747067633,15922,0.074236905,-0.250069379,9.605369923,0.014751926,-0.01560161,11907,-1742,1.191230818,-0.107741275,20.15,3.003204288,21.63888889,-0.068806162,-0.130500355,-0.104200255,3.069439189,-0.021578828,-0.04369291,-0.033388524,2.4,-1.95,1.05,0.126818772,-0.102049254,0.055204554,0,0,0,0,0,0,0,-30.6,0,-2.2,61.07083333,4.112034393,66.49444444,-0.081564876,-0.119672835,-0.039541427,4.185399619,-0.017528846,-0.027273759,-0.008632389,-16.14583334,0.05,-1.19166667,-0.234580931,0.000837755,-0.019246893,4.217391304,1.439216762,7.317834139,-0.423683125,-0.055305999,-0.1203064,1.950412004,-0.262096029,-0.021267346,-0.045329994,-2.217391305,0.537878788,-3.90217391,-0.422501295,0.070013801,-0.456221489,55712,10.92795084,55275.55556,0.007895795,0.008158431,0.00763996,10.91838565,0.000876063,0.000894132,0.000858605,-1226,-1205,-1246,-0.021767393,-0.021328808,-0.022191867,44,3.784189634,36.33333333,0.211009174,,0.047619048,3.537861715,0.069626214,,0.020261227,22,-11,10,0.693147181,-0.321583624,0.257829109,68,4.219507705,57.66666667,0.179190751,,-0.086393089,4.012795399,0.051513293,,-0.012047914,-19,11,-13,-0.246400413,0.198850859,-0.244196961,,,,,,,,,,,,,,,,,0,0,0
01/08/2015,7359,8.903679333,6979.222222,0.054415487,0.069983987,8.843423076,0.00681368,0.008737575,422,6037,0.05905465,0.521818094,30737,10.33322242,25860.33333,0.1885771,0.074236905,10.13995894,0.019059592,0.014751926,8474,11907,0.322541033,1.191230818,19.55,2.972975286,21.82407407,-0.104200255,-0.068806162,0.039101717,3.075667276,-0.033388524,-0.021578828,0.014214575,1.05,2.4,4.3,0.055204554,0.126818772,0.219146972,0,0,0,0,0,0,0,-2.2,-30.6,-7,61.32083333,4.116119644,63.84537037,-0.039541427,-0.081564876,-0.101881748,4.151960984,-0.008632389,-0.017528846,-0.023107791,-1.19166667,-16.14583334,-20.29166666,-0.019246893,-0.234580931,-0.288591873,6.75,1.909542505,7.673126189,-0.1203064,-0.423683125,-0.121356244,2.000212107,-0.045329994,-0.262096029,-0.039576815,-3.90217391,-2.217391305,-1.958333333,-0.456221489,-0.422501295,-0.249304377,55526,10.92460666,55105,0.00763996,0.007895795,0.007389053,10.91523479,0.000858605,0.000876063,0.000841616,-1246,-1226,-1266,-0.022191867,-0.021767393,-0.022620225,44,3.784189634,42,0.047619048,0.211009174,0.3828125,3.709039933,0.020261227,0.069626214,0.099608264,10,22,27,0.257829109,0.693147181,0.611801541,47,3.850147602,51.44444444,-0.086393089,0.179190751,-0.058981233,3.89709952,-0.012047914,0.051513293,-0.002372496,-13,-19,-2,-0.244196961,-0.246400413,-0.050010421,,,,,,,,,,,,,,,,,0,0,0
02/08/2015,6869,8.834773814,5562.444444,0.234888738,0.054415487,8.606285696,0.026548981,0.00681368,3318,422,0.659789281,0.05905465,32186,10.37928685,21077.55556,0.52702717,0.1885771,9.883690398,0.050142855,0.019059592,24627,8474,1.448792669,0.322541033,21.85,3.084200922,21.02777778,0.039101717,-0.104200255,0.135135135,3.040974757,0.014214575,-0.033388524,0.044378032,4.3,1.05,3.55,0.219146972,0.055204554,0.172548045,0,0,0,0,0,0,0,-7,-2.2,-0.2,60.65416667,4.105188333,67.53472222,-0.101881748,-0.039541427,-0.080956095,4.202294066,-0.023107791,-0.008632389,-0.016879625,-20.29166666,-1.19166667,-1.49583333,-0.288591873,-0.019246893,-0.021530713,6.916666667,1.933933958,7.871980677,-0.121356244,-0.1203064,0.057646454,2.013626897,-0.039576815,-0.045329994,0.050168671,-1.958333333,-3.90217391,-5.92934783,-0.249304377,-0.456221489,-0.490090388,55337,10.92119704,54931.11111,0.007389053,0.00763996,0.007142944,10.91201332,0.000841616,0.000858605,0.000825021,-1266,-1246,-1284,-0.022620225,-0.022191867,-0.023016718,59,4.077537444,42.66666667,0.3828125,0.047619048,0.556390977,3.708172789,0.099608264,0.020261227,0.15443651,27,10,4,0.611801541,0.257829109,0.090971778,39,3.663561646,41.44444444,-0.058981233,-0.086393089,-0.233183857,3.672274101,-0.002372496,-0.012047914,-0.042426626,-2,-13,12,-0.050010421,-0.244196961,0.379489622,,,,,,,,,,,,,,,,,0,0,0
03/08/2015,15210,9.629708385,13117.44444,0.159524636,0.234888738,9.378706041,0.026763004,0.026548981,-176,3318,-0.011504899,0.659789281,16022,9.681718057,12655.11111,0.26604973,0.52702717,9.378095706,0.032375693,0.050142855,3440,24627,0.241695557,1.448792669,22.4,3.109060959,19.73333333,0.135135135,0.039101717,0.045437582,2.976949786,0.044378032,0.014214575,0.015997935,3.55,4.3,2.5,0.172548045,0.219146972,0.128381167,0,0,0,0,0,0,0,-0.2,-7,0,68.72916667,4.23017366,74.78333333,-0.080956095,-0.101881748,-0.072126425,4.302803366,-0.016879625,-0.023107791,-0.015842136,-1.49583333,-20.29166666,1.83695652,-0.021530713,-0.288591873,0.029221118,9.375,2.238046572,8.864020642,0.057646454,-0.121356244,0.23773971,2.131130583,0.050168671,-0.039576815,0.130330106,-5.92934783,-1.958333333,-2.91304348,-0.490090388,-0.249304377,-0.216624151,55146,10.91773949,54754.88889,0.007142944,0.007389053,0.006885375,10.90873955,0.000825021,0.000841616,0.000807337,-1284,-1266,-1303,-0.023016718,-0.022620225,-0.023434849,46,3.828641396,29.55555556,0.556390977,0.3828125,,3.316459036,0.15443651,0.099608264,,4,27,,0.090971778,0.611801541,,38,3.63758616,49.55555556,-0.233183857,-0.058981233,,3.798754495,-0.042426626,-0.002372496,,12,-2,,0.379489622,-0.050010421,,,,,,,,,,,,,,,,,,0,0,0
04/08/2015,16409,9.705585244,15842.66667,0.035747349,0.159524636,9.663401471,0.004365313,0.026763004,-573,-176,-0.034323995,-0.011504899,16500,9.71111566,14089.55556,0.171080233,0.26604973,9.534346394,0.018540261,0.032375693,1970,3440,0.127144903,0.241695557,20.75,3.032546247,19.84814815,0.045437582,0.135135135,0.026404494,2.98479568,0.015997935,0.044378032,0.009869646,2.5,3.55,2.2,0.128381167,0.172548045,0.114708948,0,0,0,1,0,0,0,0,-0.2,0.2,63.78695652,4.155548726,68.74530999,-0.072126425,-0.080956095,-0.063342556,4.222441214,-0.015842136,-0.016879625,-0.014097437,1.83695652,-1.49583333,1.90416666,0.029221118,-0.021530713,0.029142824,12.04347826,2.48852329,9.730218855,0.23773971,0.057646454,-0.320462621,2.201589851,0.130330106,0.050168671,-0.161741696,-2.91304348,-5.92934783,-4.623188409,-0.216624151,-0.490090388,-0.568143897,54952,10.91421536,54576.22222,0.006885375,0.007142944,0.006640752,10.90541101,0.000807337,0.000825021,0.000790863,-1303,-1284,-1321,-0.023434849,-0.023016718,-0.023838795,,,,,0.556390977,,,,0.15443651,,,4,,,0.090971778,,,,,,-0.233183857,,,,-0.042426626,,,12,,,0.379489622,,,,,,,,,,,,,,,,,,0,0,0
05/08/2015,15892,9.673571117,15570,0.020680796,0.035747349,9.647624953,0.002689384,0.004365313,-995,-573,-0.060728257,-0.034323995,17932,9.794342105,14421.55556,0.243416491,0.171080233,9.548274885,0.025770856,0.018540261,2812,1970,0.170568456,0.127144903,20.3,3.010620886,19.77777778,0.026404494,0.045437582,0.125852919,2.981197522,0.009869646,0.015997935,0.042000326,2.2,2.5,3.85,0.114708948,0.128381167,0.192371893,0.2,1,0,1,0,0,0,0.2,0,2.4,66.29583333,4.19412705,70.77916667,-0.063342556,-0.072126425,-0.034989489,4.254098941,-0.014097437,-0.015842136,-0.005393508,1.90416666,1.83695652,6.31775363,0.029142824,0.029221118,0.100578323,6.043478261,1.798979717,8.893518519,-0.320462621,0.23773971,-0.038251366,2.146092331,-0.161741696,0.130330106,-0.012297774,-4.623188409,-2.91304348,0.045454545,-0.568143897,-0.216624151,0.005698021,54756,10.91064223,54394.77778,0.006640752,0.006885375,0.006415236,10.90202023,0.000790863,0.000807337,0.00077607,-1321,-1303,-1337,-0.023838795,-0.023434849,-0.024210136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
06/08/2015,16662,9.720885957,15827.11111,0.052750555,0.020680796,9.663889377,0.005897892,0.002689384,455,-995,0.02768743,-0.060728257,38967,10.57047041,19917.88889,0.956382035,0.243416491,9.751443489,0.083990327,0.025770856,23654,2812,0.934012993,0.170568456,22,3.091042453,19.54074074,0.125852919,0.026404494,0.087442943,2.966450563,0.042000326,0.009869646,0.030753493,3.85,2.2,2.35,0.192371893,0.114708948,0.110311021,2.4,1,1,0,0,0,0,2.4,0.2,0,66.02608696,4.190049921,68.42007027,-0.034989489,-0.063342556,-0.084649204,4.212771539,-0.005393508,-0.014097437,-0.018406265,6.31775363,1.90416666,0.52083334,0.100578323,0.029142824,0.008492187,8,2.079441542,8.318181818,-0.038251366,-0.320462621,-0.306165129,2.105332445,-0.012297774,-0.161741696,-0.172795441,0.045454545,-4.623188409,0.657608696,0.005698021,-0.568143897,0.144903342,54559,10.90703796,54211.22222,0.006415236,0.006640752,0.006182323,10.89857991,0.00077607,0.000790863,0.000760558,-1337,-1321,-1353,-0.024210136,-0.023838795,-0.02458537,,,,,,-0.179054054,,,,-0.031317306,,,-17,,,-0.488352768,,,,,,0.341818182,,,,0.085475151,,,14,,,0.187211542,,,,,,,,,,,,,,,,,0,0,0
07/08/2015,14484,9.580799871,13584.88889,0.06618465,0.052750555,9.503040867,0.008182539,0.005897892,-365,455,-0.024887931,0.02768743,20032,9.905086274,15119.44444,0.324916406,0.956382035,9.549837086,0.037199502,0.083990327,2928,23654,0.158018641,0.934012993,22.5,3.113515309,20.69074074,0.087442943,0.125852919,0.090226907,3.020620671,0.030753493,0.042000326,0.032478325,2.35,3.85,3.05,0.110311021,0.192371893,0.14497462,0,0,1,0,0,0,0,0,2.4,0,61.59166667,4.12052658,67.2875,-0.084649204,-0.034989489,0.029734804,4.197792256,-0.018406265,-0.005393508,0.008336636,0.52083334,6.31775363,4.95833334,0.008492187,0.100578323,0.077755976,4.875,1.584120104,7.026167472,-0.306165129,-0.038251366,-0.190428379,1.915028256,-0.172795441,-0.012297774,-0.089771956,0.657608696,0.045454545,-0.833333333,0.144903342,0.005698021,-0.131769278,54359,10.90336547,54025,0.006182323,0.006415236,0.00594802,10.89507914,0.000760558,0.00077607,0.000744906,-1353,-1337,-1369,-0.02458537,-0.024210136,-0.024964144,27,3.295836866,32.88888889,-0.179054054,,0.289552239,3.402390574,-0.031317306,,0.095958242,-17,,4,-0.488352768,,0.087011377,82,4.406719247,61.11111111,0.341818182,,-0.131274131,4.059714535,0.085475151,,-0.025117921,14,,3,0.187211542,,0.061875404,19,2.944438979,,,,,,,,,,,,,,,0,0,0
08/08/2015,6924,8.842748916,6751.666667,0.025524562,0.06618465,8.809279351,0.003799353,0.008182539,-435,-365,-0.060930417,-0.024887931,28030,10.24103064,24423.77778,0.147652106,0.324916406,10.06588877,0.017399544,0.037199502,-2707,2928,-0.092191775,0.158018641,22.6,3.117949906,20.72962963,0.090226907,0.087442943,0.173170732,3.0198696,0.032478325,0.030753493,0.055337795,3.05,2.35,2.2,0.14497462,0.110311021,0.095934075,0,0,0,0,0,0,0,0,0,0,66.27916667,4.19387562,64.36527778,0.029734804,-0.084649204,-0.13861915,4.159201866,0.008336636,-0.018406265,-0.033041661,4.95833334,0.52083334,-2.42083334,0.077755976,0.008492187,-0.040730405,5.916666667,1.777773227,7.30839189,-0.190428379,-0.306165129,-0.111096475,1.953107509,-0.089771956,-0.172795441,-0.031467682,-0.833333333,0.657608696,-0.125,-0.131769278,0.144903342,-0.018237588,54157,10.89964251,53836.77778,0.00594802,0.006182323,0.005724784,10.89152935,0.000744906,0.000760558,0.000730239,-1369,-1353,-1384,-0.024964144,-0.02458537,-0.025328465,48,3.871201011,37.22222222,0.289552239,-0.179054054,0.426229508,3.532252292,0.095958242,-0.031317306,0.114299597,4,-17,-1,0.087011377,-0.488352768,-0.017094433,50,3.912023005,57.55555556,-0.131274131,0.341818182,-0.383863081,4.012816617,-0.025117921,0.085475151,-0.11088547,3,14,-11,0.061875404,0.187211542,-0.331357136,21,3.044522438,,,,,,,,,,,,,,,0,0,0
09/08/2015,6302,8.748622322,5541.111111,0.137317024,0.025524562,8.602691492,0.016963392,0.003799353,-567,-435,-0.086151492,-0.060930417,30079,10.31158253,20933,0.436917785,0.147652106,9.876500541,0.044052242,0.017399544,-2107,-2707,-0.067704322,-0.092191775,24.05,3.180134997,20.5,0.173170732,0.090226907,0.150043365,3.013381129,0.055337795,0.032478325,0.049419398,2.2,3.05,-0.3,0.095934075,0.14497462,-0.01348335,0,0,0,0,0,0,0,0,0,0,58.23333333,4.064457928,67.60462963,-0.13861915,0.029734804,0.004574164,4.203343374,-0.033041661,0.008336636,0.003332244,-2.42083334,4.95833334,7.62916666,-0.040730405,0.077755976,0.105263512,6.791666667,1.915696371,7.640499196,-0.111096475,-0.190428379,0.138478012,1.977937479,-0.031467682,-0.089771956,0.092288691,-0.125,-0.833333333,0.333333333,-0.018237588,-0.131769278,0.034938051,53953,10.89586858,53645.88889,0.005724784,0.00594802,0.005516777,10.8879178,0.000730239,0.000744906,0.000716923,-1384,-1369,-1398,-0.025328465,-0.024964144,-0.025677757,58,4.060443011,40.66666667,0.426229508,0.289552239,0.125,3.643941916,0.114299597,0.095958242,0.058458625,-1,4,-16,-0.017094433,0.087011377,-0.427444015,28,3.33220451,45.44444444,-0.383863081,-0.131274131,-0.447852761,3.747778716,-0.11088547,-0.025117921,-0.126874943,-11,3,-8,-0.331357136,0.061875404,-0.236388778,14,2.63905733,,,,,,,,,,,,,,,0,0,0
10/08/2015,15094,9.622052593,12891.77778,0.170823781,0.137317024,9.364980692,0.02745034,0.016963392,-116,-567,-0.007655792,-0.086151492,16021,9.681655641,12059.66667,0.328477846,0.436917785,9.334847624,0.037151974,0.044052242,-1,-2107,-6.24E-05,-0.067704322,22.1,3.095577609,19.21666667,0.150043365,0.173170732,0.058157538,2.949800257,0.049419398,0.055337795,0.021259691,-0.3,2.2,-0.5,-0.01348335,0.095934075,-0.024391453,0,0,0,1,0,0,0,0,0,0.8,76.35833333,4.335437172,76.01064815,0.004574164,-0.13861915,-0.049840193,4.321038419,0.003332244,-0.033041661,-0.010418887,7.62916666,-2.42083334,2.89221015,0.105263512,-0.040730405,0.044343834,9.708333333,2.272984623,8.527466697,0.138478012,-0.111096475,-0.55186722,2.080937615,0.092288691,-0.031467682,-0.338891149,0.333333333,-0.125,-8.04347826,0.034938051,-0.018237588,-1.102228929,53748,10.89206174,53453.11111,0.005516777,0.005724784,0.005301172,10.88425856,0.000716923,0.000730239,0.000702835,-1398,-1384,-1411,-0.025677757,-0.025328465,-0.026012361,30,3.401197382,26.66666667,0.125,0.426229508,,3.213349395,0.058458625,0.114299597,,-16,-1,,-0.427444015,-0.017094433,,30,3.401197382,54.33333333,-0.447852761,-0.383863081,,3.895429816,-0.126874943,-0.11088547,,-8,-11,,-0.236388778,-0.331357136,,9,2.197224577,,,,,,,,,,,,,,,0,0,0
11/08/2015,14848,9.605620455,15641.33333,-0.050720314,0.170823781,9.651675639,-0.004771729,0.02745034,-1561,-116,-0.099964789,-0.007655792,15006,9.6162054,13643.11111,0.099895755,0.328477846,9.499982332,0.01223403,0.037151974,-1494,-1,-0.09491026,-6.24E-05,20.25,3.008154794,19.13703704,0.058157538,0.150043365,0.056253569,2.945533659,0.021259691,0.049419398,0.019882109,-0.5,-0.3,0.25,-0.024391453,-0.01348335,0.012240055,0.8,1,0,1,0,0,0,0.8,0,0.6,66.67916667,4.19989256,70.17679147,-0.049840193,0.004574164,-0.07697523,4.244111477,-0.010418887,0.003332244,-0.017692294,2.89221015,7.62916666,-0.11666666,0.044343834,0.105263512,-0.001761339,4,1.386294361,8.925925926,-0.55186722,0.138478012,0.113712375,2.096923008,-0.338891149,0.092288691,0.066060159,-8.04347826,0.333333333,3.206521739,-1.102228929,0.034938051,0.425643834,53541,10.88820299,53258.66667,0.005301172,0.005516777,0.005092596,10.88055576,0.000702835,0.000716923,0.000689433,-1411,-1398,-1424,-0.026012361,-0.025677757,-0.026350425,18,2.890371758,,,0.125,,,,0.058458625,,,-16,,,-0.427444015,,71,4.262679877,,,-0.447852761,,,,-0.126874943,,,-8,,,-0.236388778,,16,2.772588722,,,,,,,,,,,,,,,0,0,0
12/08/2015,15714,9.662307314,15370.11111,0.022373871,-0.050720314,9.635868609,0.00274378,-0.004771729,-178,-1561,-0.011263803,-0.099964789,16022,9.681718057,13662.55556,0.172694225,0.099895755,9.496691963,0.019483215,0.01223403,-1910,-1494,-0.112624049,-0.09491026,20.55,3.022860941,19.45555556,0.056253569,0.058157538,0.063032368,2.963931728,0.019882109,0.021259691,0.022628899,0.25,-0.5,-1.2,0.012240055,-0.024391453,-0.056089467,0.8,1,1,0,0,0,1,0.6,0.8,7,66.17916667,4.192365711,71.69814815,-0.07697523,-0.049840193,0.175500527,4.267874195,-0.017692294,-0.010418887,0.039702981,-0.11666666,2.89221015,17.13641304,-0.001761339,0.044343834,0.230746604,9.25,2.224623552,8.305555556,0.113712375,-0.55186722,-0.019115292,2.08677112,0.066060159,-0.338891149,-0.003312886,3.206521739,-8.04347826,0.25,0.425643834,-1.102228929,0.030771659,53332,10.88429181,53061.77778,0.005092596,0.005301172,0.004891008,10.87679299,0.000689433,0.000702835,0.000676576,-1424,-1411,-1437,-0.026350425,-0.026012361,-0.02669153,34,3.526360525,,,,,,,,,,,,,,,58,4.060443011,,,,,,,,,,,,,,,16,2.772588722,,,,,,,,,,,,,,,0,0,0
13/08/2015,13084,9.479145389,15616.66667,-0.162177161,0.022373871,9.651858421,-0.017894277,0.00274378,-3578,-178,-0.241740568,-0.011263803,9526,9.161780181,16389.33333,-0.418768305,0.172694225,9.616531404,-0.047288487,0.019483215,-29441,-1910,-1.408690232,-0.112624049,20.8,3.034952987,19.56666667,0.063032368,0.056253569,0.040838751,2.967795052,0.022628899,0.019882109,0.015955991,-1.2,0.25,-1.45,-0.056089467,0.012240055,-0.066614749,9.4,0,1,1,1,0,0,7,0.6,2,83.1625,4.420796525,70.74645916,0.175500527,-0.07697523,0.244309489,4.251980236,0.039702981,-0.017692294,0.053054595,17.13641304,-0.11666666,24.25416666,0.230746604,-0.001761339,0.332026472,8.25,2.1102132,8.41077441,-0.019115292,0.113712375,-0.08387272,2.117227333,-0.003312886,0.066060159,-0.025491923,0.25,3.206521739,1.791666667,0.030771659,0.425643834,0.31299988,53122,10.88034643,52863.44444,0.004891008,0.005092596,0.00469232,10.87299003,0.000676576,0.000689433,0.000663932,-1437,-1424,-1449,-0.02669153,-0.026350425,-0.027017836,23,3.135494216,,,,-0.093023256,,,,-0.009971709,,,-1,,,-0.037740328,72,4.276666119,,,,-0.231155779,,,,-0.048510734,,,-31,,,-0.474893615,29,3.36729583,,,,,,,,,,,6,,,0.274436846,0,0,0
14/08/2015,11641,9.362288628,13459.44444,-0.135105461,-0.162177161,9.494900202,-0.013966611,-0.017894277,-2843,-3578,-0.218511243,-0.241740568,10392,9.248791558,14298.33333,-0.273202005,-0.418768305,9.503148525,-0.026765547,-0.047288487,-9640,-29441,-0.656294716,-1.408690232,21.05,3.04690056,20.22407407,0.040838751,0.063032368,-0.052718136,2.999047781,0.015955991,0.022628899,-0.014611665,-1.45,-1.2,-3.4,-0.066614749,-0.056089467,-0.163039627,2,1,0,0,0,1,0,2,7,0,85.84583333,4.452553052,68.99074074,0.244309489,0.175500527,-0.030156253,4.228226223,0.053054595,0.039702981,-0.006403824,24.25416666,17.13641304,-2.6875,0.332026472,0.230746604,-0.041393185,6.666666667,1.897119985,7.277009223,-0.08387272,-0.019115292,-0.02083941,1.946746291,-0.025491923,-0.003312886,0.00776588,1.791666667,0.25,1.25,0.31299988,0.030771659,0.191667419,52910,10.87634764,52662.88889,0.00469232,0.004891008,0.004500707,10.86913127,0.000663932,0.000676576,0.000651923,-1449,-1437,-1460,-0.027017836,-0.02669153,-0.027328708,26,3.258096538,28.66666667,-0.093023256,,-0.240963855,3.290912562,-0.009971709,,-0.054629073,-1,,-20,-0.037740328,,-0.538996501,51,3.931825633,66.33333333,-0.231155779,,-0.002016129,4.132285851,-0.048510734,,0.010654431,-31,,5,-0.474893615,,0.09531018,25,3.218875825,,,,,,,,,6,,-4,0.274436846,,-0.211309094,0,0,0
15/08/2015,6843,8.830981511,6671.111111,0.025766156,-0.135105461,8.798113457,0.003735807,-0.013966611,-81,-2843,-0.011767405,-0.218511243,23162,10.05026828,23087.77778,0.003214784,-0.273202005,10.00956799,0.004066139,-0.026765547,-4868,-9640,-0.19076236,-0.656294716,19.2,2.954910279,20.26851852,-0.052718136,0.040838751,-0.05538632,2.998726668,-0.014611665,0.015955991,-0.01607136,-3.4,-1.45,-5.1,-0.163039627,-0.066614749,-0.238331065,0,0,1,0,0,0,0,0,2,0,63.59166667,4.152482435,65.56898148,-0.030156253,0.244309489,-0.042043309,4.179245588,-0.006403824,0.053054595,-0.008047378,-2.6875,24.25416666,5.89166667,-0.041393185,0.332026472,0.096376375,7.166666667,1.969440647,7.319194359,-0.02083941,-0.08387272,-0.457381535,1.954264066,0.00776588,-0.025491923,-0.29900777,1.25,1.791666667,-3,0.191667419,0.31299988,-0.582890694,52697,10.87231381,52460.88889,0.004500707,0.00469232,0.004309914,10.86523052,0.000651923,0.000663932,0.000639933,-1460,-1449,-1471,-0.027328708,-0.027017836,-0.027643044,28,3.33220451,36.88888889,-0.240963855,-0.093023256,-0.338983051,3.524758816,-0.054629073,-0.009971709,-0.095419545,-20,-1,-32,-0.538996501,-0.037740328,-0.802346473,55,4.007333185,55.11111111,-0.002016129,-0.231155779,0.150224215,3.965087433,0.010654431,-0.048510734,0.048131517,5,-31,29,0.09531018,-0.474893615,0.710846758,17,2.833213344,,,,,,,,,-4,6,1,-0.211309094,0.274436846,0.068992871,0,0,0
